3996.94843,0.99384
3994.88921,0.99399
3992.82999,0.99410
3990.77077,0.99417
3988.71154,0.99417
3986.65232,0.99421
3984.59310,0.99441
3982.53388,0.99449
3980.47466,0.99435
3978.41544,0.99421
3976.35622,0.99421
3974.29700,0.99424
3972.23778,0.99430
3970.17855,0.99454
3968.11933,0.99475
3966.06011,0.99474
3964.00089,0.99457
3961.94167,0.99425
3959.88245,0.99428
3957.82323,0.99472
3955.76401,0.99491
3953.70478,0.99462
3951.64556,0.99415
3949.58634,0.99389
3947.52712,0.99406
3945.46790,0.99439
3943.40868,0.99440
3941.34946,0.99417
3939.29024,0.99434
3937.23101,0.99487
3935.17179,0.99515
3933.11257,0.99512
3931.05335,0.99510
3928.99413,0.99515
3926.93491,0.99502
3924.87569,0.99474
3922.81647,0.99458
3920.75724,0.99441
3918.69802,0.99409
3916.63880,0.99395
3914.57958,0.99430
3912.52036,0.99480
3910.46114,0.99510
3908.40192,0.99500
3906.34270,0.99470
3904.28347,0.99433
3902.22425,0.99379
3900.16503,0.99354
3898.10581,0.99387
3896.04659,0.99423
3893.98737,0.99417
3891.92815,0.99414
3889.86893,0.99450
3887.80970,0.99448
3885.75048,0.99395
3883.69126,0.99378
3881.63204,0.99421
3879.57282,0.99483
3877.51360,0.99513
3875.45438,0.99485
3873.39516,0.99430
3871.33593,0.99366
3869.27671,0.99331
3867.21749,0.99380
3865.15827,0.99428
3863.09905,0.99430
3861.03983,0.99432
3858.98061,0.99434
3856.92139,0.99427
3854.86216,0.99399
3852.80294,0.99359
3850.74372,0.99414
3848.68450,0.99496
3846.62528,0.99519
3844.56606,0.99489
3842.50684,0.99456
3840.44762,0.99440
3838.38839,0.99436
3836.32917,0.99462
3834.26995,0.99494
3832.21073,0.99518
3830.15151,0.99532
3828.09229,0.99523
3826.03307,0.99511
3823.97385,0.99496
3821.91462,0.99466
3819.85540,0.99456
3817.79618,0.99446
3815.73696,0.99429
3813.67774,0.99474
3811.61852,0.99551
3809.55930,0.99586
3807.50008,0.99556
3805.44085,0.99498
3803.38163,0.99475
3801.32241,0.99474
3799.26319,0.99474
3797.20397,0.99496
3795.14475,0.99542
3793.08553,0.99582
3791.02631,0.99596
3788.96708,0.99578
3786.90786,0.99557
3784.84864,0.99563
3782.78942,0.99571
3780.73020,0.99547
3778.67098,0.99529
3776.61176,0.99555
3774.55254,0.99593
3772.49331,0.99608
3770.43409,0.99589
3768.37487,0.99558
3766.31565,0.99540
3764.25643,0.99523
3762.19721,0.99491
3760.13799,0.99462
3758.07877,0.99471
3756.01954,0.99492
3753.96032,0.99498
3751.90110,0.99492
3749.84188,0.99457
3747.78266,0.99427
3745.72344,0.99413
3743.66422,0.99400
3741.60500,0.99407
3739.54577,0.99417
3737.48655,0.99398
3735.42733,0.99370
3733.36811,0.99414
3731.30889,0.99517
3729.24967,0.99561
3727.19045,0.99540
3725.13123,0.99538
3723.07200,0.99558
3721.01278,0.99552
3718.95356,0.99557
3716.89434,0.99568
3714.83512,0.99547
3712.77590,0.99506
3710.71668,0.99481
3708.65746,0.99522
3706.59823,0.99593
3704.53901,0.99594
3702.47979,0.99515
3700.42057,0.99467
3698.36135,0.99501
3696.30213,0.99544
3694.24291,0.99537
3692.18369,0.99481
3690.12446,0.99436
3688.06524,0.99460
3686.00602,0.99479
3683.94680,0.99463
3681.88758,0.99456
3679.82836,0.99463
3677.76914,0.99429
3675.70992,0.99365
3673.65069,0.99400
3671.59147,0.99456
3669.53225,0.99446
3667.47303,0.99466
3665.41381,0.99522
3663.35459,0.99546
3661.29537,0.99544
3659.23615,0.99523
3657.17693,0.99471
3655.11770,0.99428
3653.05848,0.99404
3650.99926,0.99366
3648.94004,0.99354
3646.88082,0.99361
3644.82160,0.99365
3642.76238,0.99418
3640.70316,0.99486
3638.64393,0.99492
3636.58471,0.99433
3634.52549,0.99388
3632.46627,0.99388
3630.40705,0.99364
3628.34783,0.99329
3626.28861,0.99380
3624.22939,0.99439
3622.17016,0.99449
3620.11094,0.99394
3618.05172,0.99324
3615.99250,0.99296
3613.93328,0.99273
3611.87406,0.99250
3609.81484,0.99233
3607.75562,0.99221
3605.69639,0.99258
3603.63717,0.99308
3601.57795,0.99309
3599.51873,0.99284
3597.45951,0.99284
3595.40029,0.99312
3593.34107,0.99327
3591.28185,0.99277
3589.22262,0.99163
3587.16340,0.99091
3585.10418,0.99145
3583.04496,0.99192
3580.98574,0.99173
3578.92652,0.99151
3576.86730,0.99155
3574.80808,0.99142
3572.74885,0.99102
3570.68963,0.99064
3568.63041,0.99004
3566.57119,0.98938
3564.51197,0.98939
3562.45275,0.98958
3560.39353,0.98956
3558.33431,0.98957
3556.27508,0.98944
3554.21586,0.98904
3552.15664,0.98876
3550.09742,0.98833
3548.03820,0.98749
3545.97898,0.98704
3543.91976,0.98729
3541.86054,0.98743
3539.80131,0.98730
3537.74209,0.98711
3535.68287,0.98675
3533.62365,0.98650
3531.56443,0.98645
3529.50521,0.98617
3527.44599,0.98562
3525.38677,0.98513
3523.32754,0.98506
3521.26832,0.98536
3519.20910,0.98513
3517.14988,0.98447
3515.09066,0.98414
3513.03144,0.98402
3510.97222,0.98388
3508.91300,0.98359
3506.85377,0.98311
3504.79455,0.98272
3502.73533,0.98267
3500.67611,0.98265
3498.61689,0.98230
3496.55767,0.98191
3494.49845,0.98191
3492.43923,0.98219
3490.38000,0.98227
3488.32078,0.98204
3486.26156,0.98168
3484.20234,0.98117
3482.14312,0.98061
3480.08390,0.98019
3478.02468,0.97990
3475.96546,0.97944
3473.90623,0.97866
3471.84701,0.97773
3469.78779,0.97671
3467.72857,0.97546
3465.66935,0.97426
3463.61013,0.97338
3461.55091,0.97273
3459.49169,0.97221
3457.43246,0.97159
3455.37324,0.97064
3453.31402,0.96946
3451.25480,0.96835
3449.19558,0.96730
3447.13636,0.96619
3445.07714,0.96516
3443.01792,0.96411
3440.95869,0.96274
3438.89947,0.96132
3436.84025,0.95991
3434.78103,0.95821
3432.72181,0.95624
3430.66259,0.95421
3428.60337,0.95246
3426.54415,0.95092
3424.48492,0.94924
3422.42570,0.94746
3420.36648,0.94536
3418.30726,0.94289
3416.24804,0.94042
3414.18882,0.93786
3412.12960,0.93521
3410.07038,0.93258
3408.01115,0.92991
3405.95193,0.92725
3403.89271,0.92437
3401.83349,0.92109
3399.77427,0.91787
3397.71505,0.91509
3395.65583,0.91240
3393.59661,0.90946
3391.53738,0.90671
3389.47816,0.90466
3387.41894,0.90309
3385.35972,0.90160
3383.30050,0.90010
3381.24128,0.89864
3379.18206,0.89738
3377.12284,0.89632
3375.06361,0.89528
3373.00439,0.89438
3370.94517,0.89372
3368.88595,0.89327
3366.82673,0.89311
3364.76751,0.89312
3362.70829,0.89292
3360.64907,0.89239
3358.58985,0.89182
3356.53062,0.89140
3354.47140,0.89119
3352.41218,0.89128
3350.35296,0.89155
3348.29374,0.89174
3346.23452,0.89191
3344.17530,0.89233
3342.11608,0.89294
3340.05685,0.89370
3337.99763,0.89484
3335.93841,0.89614
3333.87919,0.89743
3331.81997,0.89896
3329.76075,0.90065
3327.70153,0.90246
3325.64231,0.90447
3323.58308,0.90656
3321.52386,0.90875
3319.46464,0.91135
3317.40542,0.91423
3315.34620,0.91671
3313.28698,0.91889
3311.22776,0.92140
3309.16854,0.92419
3307.10931,0.92698
3305.05009,0.92968
3302.99087,0.93249
3300.93165,0.93543
3298.87243,0.93801
3296.81321,0.94034
3294.75399,0.94288
3292.69477,0.94544
3290.63554,0.94774
3288.57632,0.94977
3286.51710,0.95180
3284.45788,0.95411
3282.39866,0.95648
3280.33944,0.95835
3278.28022,0.95965
3276.22100,0.96085
3274.16177,0.96236
3272.10255,0.96415
3270.04333,0.96586
3267.98411,0.96713
3265.92489,0.96821
3263.86567,0.96933
3261.80645,0.97022
3259.74723,0.97104
3257.68800,0.97215
3255.62878,0.97342
3253.56956,0.97443
3251.51034,0.97517
3249.45112,0.97590
3247.39190,0.97652
3245.33268,0.97696
3243.27346,0.97751
3241.21423,0.97810
3239.15501,0.97859
3237.09579,0.97913
3235.03657,0.97971
3232.97735,0.98026
3230.91813,0.98076
3228.85891,0.98115
3226.79969,0.98170
3224.74046,0.98243
3222.68124,0.98299
3220.62202,0.98322
3218.56280,0.98330
3216.50358,0.98356
3214.44436,0.98403
3212.38514,0.98430
3210.32592,0.98441
3208.26669,0.98464
3206.20747,0.98499
3204.14825,0.98537
3202.08903,0.98552
3200.02981,0.98561
3197.97059,0.98595
3195.91137,0.98625
3193.85215,0.98617
3191.79292,0.98589
3189.73370,0.98587
3187.67448,0.98609
3185.61526,0.98624
3183.55604,0.98637
3181.49682,0.98654
3179.43760,0.98661
3177.37838,0.98661
3175.31915,0.98679
3173.25993,0.98703
3171.20071,0.98698
3169.14149,0.98671
3167.08227,0.98642
3165.02305,0.98626
3162.96383,0.98624
3160.90461,0.98626
3158.84538,0.98623
3156.78616,0.98615
3154.72694,0.98615
3152.66772,0.98637
3150.60850,0.98666
3148.54928,0.98676
3146.49006,0.98682
3144.43084,0.98694
3142.37161,0.98686
3140.31239,0.98676
3138.25317,0.98703
3136.19395,0.98749
3134.13473,0.98770
3132.07551,0.98745
3130.01629,0.98709
3127.95707,0.98697
3125.89784,0.98692
3123.83862,0.98659
3121.77940,0.98616
3119.72018,0.98605
3117.66096,0.98600
